entry_id	gh_lemma_1_orth	gh_lemma_1_ipa	gh_lemma_1_ipa_test	gh_lemma_2_orth	gh_lemma_2_ipa	gh_lemma_2_ipa_test	gloss	gloss_register_note	pos	pos_subtype	nom_stem_class	noun_gender	verb_thematicity	verb_stem_type	lemma_1_pre_root	lemma_1_pre_root_status	lemma_1_pre_ety	lemma_1_pre_ipa	lemma_2_pre_ety	lemma_2_pre_ipa	lemma_3_pre_ety	lemma_3_pre_ipa	entry_status	entry_formation_type	entry_historical_type	entry_source(s)	source_notes	note	cog_Celtic	cog_Germanic	cog_Italic	cog_Greek	cog_Sanskrit	cog_Baltic	cog_Slavic	cog_Armenian	cog_Albanian	cog_Anatolian	cog_Tocharian	key_forms	derived_forms	compounds	semantic_field	semantic_subfield	register	synonyms	antonyms	example_sentences	cross_references	lit_mountain	lit_ring	lit_schleicher	lit_strasbourg	swadesh_207	sound_changes	r0-1	r0-2	r0-3	r0-4	r1-1	r1-2	r1-3	r1-4	r1-5	r1-6	r1-7	r1-8	r1-9	r1-10	r1-11	r2-1	r2-2	r2-3	r2-4	r2-5	verb_derivation
81637	kvéklos	ˈkʷek.los	untested	kvéklozio	ˈkʷek.lo.z͡jo	untested	"wheel, circle; turn, cycle"		noun		o	m			kʷel		kʷékʷlos						canon		inherited																		Basic actions and technology	Tools																																
81710	éngman	ˈeŋ.gman	untested	angméns	aŋ.ˈmens	untested	sacred fire-nature; the quality of being ensouled by fire		noun		man/mén-	n			h₁engʷ		h₁éngʷmn̥		h₁n̥gʷ-ménes				canon	derivation	innovation		PIE *h₁éngʷ-mn̥ ~ h₁n̥gʷ-ménes; *-mn̥ suffix forming noun of characteristic quality from the agnis root; nom/acc ~ gen ablaut (éng- ~ ang-) reflects full/zero-grade root alternation of the *-mn̥ paradigm	"mass noun, no plural; 'the fire-nature of a thing', the condition of having Agnis within; cf. Sanskrit nā́man (name), ātman (self/breath) for the same suffix; cf. ógnos (#336) for ash/soot from same root *h₁engʷ- — both neuter n/men-stems via *-mn̥, both cosmologically central; the going-out of engman at death = death; gradient present in all things from Tier 1 upward; compressed and hidden in iron, near-surface in copper"		*namô (name) — parallel *-mn̥ formation			ātman (self/breath) — parallel suffix *-mn̥ on breath-root										Religion and belief	Ritual					agnís; ógnos; ognologós; gʷī́vom																											
81805	némos	ˈne.mos	untested	némezos	ˈne.me.zos	untested	grove; sanctuary		noun		s	n			nem			ˈne.mos		ˈne.me.sos			canon		inherited																		Religion and belief	Sacred places																																
81836	duzvirós	duz.wi.ˈros	untested	duzvirózio	duz.wi.ˈro.z͡jo	untested	"ne'er-do-well, bumpkin; criminal, villain, evil-doer"		noun		o	m			dus + wiHr		duswirós		dus-wirózio				canon	simplex	inherited		compound: dus- + viros															virós	Emotions and values	Negative qualities																																
82221	kánaps	ˈka.naps	untested	kanabés	ka.na.ˈbes	untested	"cannabis, hemp"		noun		root noun	f											draft	simplex	loan																																																			
82390	ðeɣvís	ðe.ˈɣʷis	untested	ðéɣvis	ðe.ˈɣʷe͡js	untested	"fire, blaze, conflagration"		noun		i	f			dʰegʷʰ		dʰegʷʰis						canon	simplex	inherited				*degWi-		Lat. febris 'fever'												The physical world	Fire																																
82534	treiés	tre.ˈjes	untested	trī	triː	untested	three		num		i	mf			treyes	review_base_not_root	tréyes						canon		inherited				*tris		Lat. tres												Quantity	Cardinal numbers							1			three																						
82630	dékos	ˈde.kos	untested	dékezos	ˈde.ke.zos	untested	propriety		noun		s	n			deḱ		déḱos	ˈde.kos	déḱezos				canon	simplex	inherited																		Emotions and values	Virtue and character																																
83245	ɣrandā́	ɣran.ˈdaː	untested	ɣrandās	ɣran.ˈdaːs	untested	"beam, post"		noun		ā	f			gʰrn̥dʰ	review_zero_grade_or_stem	gʰrn̥dʰéh₂						canon		inherited																		The house	Building parts																																
83337	lónɣos	ˈlon.ɣos	untested	lonɣozio	ˈlon.ɣo.z͡jo	untested	long		adj		o/ā				dlongʰ		dlongʰos						canon		inherited																		Spatial relations	Shape and dimension										long																						
83393	kāros	kaː.ros	untested	kārozio	kaː.ro.z͡jo	untested	"dear, beloved"		adj		o/ā						keh₂.rós	kaʕ.rós					canon		inherited																		Emotions and values	Affect																																
83523	smervos	smer.wos	untested	smervozio	smer.wo.z͡jo	untested	greasy		adj														hold																				Food and drink	Substance qualities																																
83862	ɣréndis	ˈɣren.dis	untested	ɣrendis	ɣren.ˈde͡js	untested	"plank, lumber"		noun		i	f			gʰrendʰ		gʰrendʰis						canon		inherited																		The house	Building parts																																
84143	auzantóm	a͡w.zan.ˈtom	untested	auzantózio	a͡w.zan.ˈto.z͡jo	untested	gold		noun		o	n											draft																																																					
84164	vērorégus	weː.ro.ˈre.gus	untested	vērorégous	weː.ro.ˈre.go͡ws	untested	"personal name, lit. 'true rule / true authority'"		noun (name)		u	mf											draft	compound	innovation																		Names	Personal names																																
84219	válkvelā	ˈwal.kʷe.laː	untested	válkvelās	ˈwal.kʷe.laːs	untested	"personal name, lit. 'little wolf'"		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
84418	tékseti	ˈtek.se.ti	untested	téksonti	ˈtek.son.ti	untested	"to knit, weave, fashion; make (in a careful manner)"		verb				thematic	root	teḱs		téḱseti		téḱsonti				canon	simplex	inherited		"thematic root present from *teḱs-; covers both weaving/crafting and general careful making; cf. ðḗti (sacred ""make/dedicate"") — tékseti is the everyday, secular counterpart; agent noun *tékstōr ""builder, craftsman"" available; cf. Latin texō (semantic shift to ""weave""), Greek τέκτων (agent noun ""builder""), Sanskrit takṣati (thematic root present)"				"texō (semantic shift to ""weave"""	"τέκτων (agent noun ""builder"""	takṣati (thematic root present										Basic actions and technology	Making and crafting					vérgom; ðḗti							1																				
84454	svéks	ˈsweks	untested			untested	six		num		indecl				sweḱs	review_base_not_root							canon		inherited																		Quantity	Cardinal numbers																																
84488	úznos	ˈuz.nos	untested	uznozio	uz.no.z͡jo	untested	onion		noun		o	m						ush₂.nos					canon		inherited																		Food and drink	Foods																																
84588	gentís	gen.ˈtis	untested	géntis	gen.ˈte͡js	untested	"kind, clan"		noun		i	f			ǵenh₁		ǵénh₁tis						canon		inherited					*kindi-	"Lat. gens, -ntis f. 'race, nation, peo­"												Kinship	Lineage																																
84597	vezurḗks	we.zu.ˈreːks	untested	vezuregés	we.zu.re.ˈges	untested	royal epithet lit. good-king		noun (name)		root noun	m											draft	compound	innovation																		Names	Royal epithets																																
84612	melí	me.ˈli	untested	meléis	ˈme.le͡js	untested	honey		noun		i	n			meli		mélit						canon		inherited				*meli		Lat.												Food and drink	Foods																																
84871	ábōl	ˈa.boːl	untested	ablés	a.ˈbles	untested	apple		noun		ōl/lé-	m			h₂eb		h₂ébōl	ʕa.boːl	*h₂blés	ʕ.ˈbles			draft	simplex	inherited				*abalo-	*apla-	Osc. Abella [Toponym]; Lat. mii.lum												Food and drink	Foods																																
84929	dvṓ	ˈdwoː	untested			untested	two		num		ā	n			dwoh₁	review_base_not_root							canon	simplex	inherited																		Quantity	Cardinal numbers										two																						
84961	gélu	ˈge.lu	untested	glóus	glo͡ws	untested	ice		noun		u	n			gel		gélu						canon		inherited																		The physical world	Ice and cold										ice																						
84962	patḗr	pa.ˈteːr	untested	patrés	pa.ˈtres	untested	father		noun		r	m			peh₂		ph₂tḗr						canon		inherited				*fatir	*fader-	Lat. pater												Kinship	Core kin										father									1				1									
85006	báktrom	ˈbakt.rom	untested	báktrozio	ˈbakt.ro.z͡jo	untested	staff		noun		o	m						bak.trom					canon	simplex	inherited																		Basic actions and technology	Tools																																
85084	ðúskos	ˈðu.skos	untested	ðuskozio	ˈðu.sko.z͡jo	untested	"dark, dusky (of a person or object)"		adj		o/ā				dʰews		dʰuskos						canon	simplex	inherited				*dusno-		Lat. fūscus 'dusky'												The physical world	Color																																
85106	megḗ	me.ˈgeː	untested			untested	1.sg locative pronoun		pronoun								meǵéh₁						draft	remodeling	innovation																		Quantity	Pronouns																																
85300	kā́relā	ˈkaː.re.laː	untested	kā́relās	ˈkaː.re.laːs	untested	"personal epithet, lit. 'little dear (one)’"		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
85532	panktís	pank.ˈtis	untested	panktéis	pank.ˈtejs	untested	hand		noun		i	f			penkʷ		pn̥kʷtís		pn̥kʷtéis				draft	derivation	innovation		"i-stem from *penkʷ- ""five"" + *-ti- instrument/agent suffix; zero-grade root leveled throughout (PIE proterokinetic *pénkʷtis ~ *pn̥kʷtéis leveled to zero-grade); ""the fiver"" — hand as the five-fingered thing; no 3sl consensus for ""hand"" (each branch innovated independently); Ghandwa internal formation; folk-etymological connection to penkve (#210) ""five"" audible but not transparent"																The body	Limbs and extremities					pénkve; noɣlós					hand		1															1					
85569	oktōdekam		untested			untested	eighteen (18)		num														draft	simplex	inherited																																																			
85947	snóiɣvos	ˈsno͡j.ɣʷos	untested	snóiɣvozio	ˈsno͡j.ɣʷo.z͡jo	untested	snow (substance)		noun		o	m			sneygʷʰ		snóygʷʰos						hold		inherited				*snigW-(y)o-		Lat. ninguit 'it snows'												The physical world	Weather																																
85991	anβrís	anβ.ˈris	untested	anβréis	anβ.ˈre͡js	untested	storm		noun		i	f			nebʰ		n̥bʰrís						canon	simplex	inherited																		The physical world	Weather																																
86034	argús	ar.ˈgus	untested	argú	ar.ˈgu	untested	shiny		adj		u				h₂erǵ		h₂r̥ǵús						canon	simplex	inherited																		Sense perception	Sight																																
86038	skélieti	ˈskel.je.ti	untested	skélionti	ˈskel.jon.ti	untested	"to split, cleave"		verb				thematic	*-ye/o-	skelH		skelHyeti		skelHyonti				draft	simplex	inherited																		Basic actions and technology	Making and crafting										1																						
86462	tū	ˈtuː	untested			untested	you (singular)		pronoun						tuh₂	review_base_not_root							canon		inherited																		Social and political relations	Persons										you (singular)																						
86508	pelús	pe.ˈlus	untested	pelú	pe.ˈlu	untested	"much, many"		adj		u				pelh₁		pélh₁us						canon		inherited					*felu- - *fulu-													Quantity	Measure										many																						
86586	kózlos	ˈkoz.los	untested	kozlozio	koz.lo.z͡jo	untested	hazel (tree)		noun		o	m						ˈkos.los					canon		inherited																		Agriculture and vegetation	Trees																																
86739	ganióm	gan.ˈjom	untested	ganiózio	gan.ˈjo.z͡jo	untested	generation		noun		o	n			ǵenh₁		ǵn̥yóm		ǵn̥yósyo				draft	simplex	inherited																																																			
86747	kéleti	ke.le.ti	untested	kélonti	ke.lon.ti	untested	"to hide, conceal"		verb				thematic	root	ḱel		ḱéleti		ḱélonti				draft	simplex	inherited																		Basic actions and technology	Physical manipulation																																
86764	palzóm	pal.ˈzom	untested	palzozio	pal.ˈzo.z͡jo	untested	boulder		noun		o	n											draft	derivation	loan																		The physical world	Landscape					palzā́; targóm; targā́																											
86777	iéugos	ˈje͡w.gos	untested	iéugezos	ˈje͡w.ge.zos	untested	team; yoked animals		noun		s	n			yewg		yéugos						canon		inherited																		Warfare and hunting	Yoking and binding																																
86982	ðróuɣos	ˈðro͡w.ɣos	untested	ðróuɣozio	ðro͡w.ɣo.z͡jo	untested	"lie, falsehood"		noun		o	m			dʰrewgʰ		dʰrówgʰos						canon		inherited																		Speech and language	Language																																
86999	maldús	mal.ˈdus	untested	maldú	mal.ˈdu	untested	soft		adj		u				(s)meld		ml̥dus						canon		inherited																		Emotions and values	Sensory qualities																																
87009	ekvorḗks	e.kʷo.ˈreːks	untested	ekvoregés	e.kʷo.re.ˈges	untested	royal epithet lit. horse-king		noun (name)		root noun	m											draft	compound	innovation																		Names	Royal epithets																																
87036	sénos	ˈse.nos	untested	sénozio	ˈse.no.z͡jo	untested	old		adj		o/ā				sen		sénos						canon		inherited																		Emotions and values	Age										old																						
87652	vikpotís	wik.po.ˈtis	untested	vikpótis	wik.po.ˈte͡js	untested	"chief, village-head, head-man, boss"		noun		i	m											hold																				Social and political relations	Rulers and rank																																
87679	punezḗman	pu.ne.ˈzeː.man	untested	punezaméns	pu.ne.za.ˈmens	untested	spark (poetic/kenning)		noun		man/mén-	n											canon	compound	innovation																		The physical world	Fire	poetic/kenning																															
87829	korioɣostís	ko.ri.o.ɣos.ˈtis	untested	korioɣostéis	ko.ri.o.ɣos.ˈte͡js	untested	"personal name, lit. 'army-guest'"		noun (name)		i	mf											draft	compound	innovation																		Names	Personal names																																
87893	kapiéti	kap.ˈje.ti	untested	kapiónti	kap.ˈjon.ti	untested	"to take, seize, grasp"		verb				thematic	*-ye/o-	kap		kapyéti		kapyónti				draft	simplex	inherited		"yé-present from *kap- ""seize""; second yé-present in lexicon (cf. βarkiéti #313); Latin capiō, Gothic hafjan, OIr cacht all from same root; fills Swadesh gap #2 (take/seize); pairs with kaptos (#117/#118) and panktís (#461)"		OIr cacht (participle	*hafjaną	capiō												Basic actions and technology	Giving and taking					kaptós; panktís						y→i /j/ (pre-vocalic glide)																					
88039	kanónkom	kan.ˈon.kom	untested	kanónkozio	kan.ˈon.ko.z͡jo	untested	honey		noun		root noun	n					kn̥h₂ónks						draft	simplex	inherited																		Food and drink	Foods																																
88079	gválom	ˈgʷa.lom	untested	gválozio	ˈgʷa.lo.z͡jo	untested	coal (mineral)		noun		o	n			ǵwl̥H	review_zero_grade_or_stem	ǵwĺ̥Hom						canon		inherited																		The physical world	Fire																																
88112	noɣlós	noɣ.ˈlos	untested	nóɣlozio	noɣ.ˈlo.z͡jo	untested	fingernail		noun		o	m			h₃nogʰl		h₃nogʰlós						canon		inherited																		The body	Limbs and extremities										fingernail																						
88244	ðúznos	ˈðuz.nos	untested	ðuznozio	ˈðuz.no.z͡jo	untested	"light brown, tan"		adj		o/ā				dʰews		dʰusnos						canon	simplex	inherited				*dusno-		Lat. fūscus 'dusky'												The physical world	Color																																
88435	méltrom	ˈmel.trom	untested	meltrózio	mel.ˈtro.z͡jo	untested	hammer		noun		o	n			melh₂		melh₂trom						canon		inherited		"PIE *melh₂-trom; instrument suffix *-tro- on root *melh₂- 'to grind, strike'; cf. melðanjos (divine name)"	common noun for hammer; smithing is sacred in Ghandwa theology — every forge-spark echoes the original creation; see Forging of the World		"*malnaz (to grind), *melwan-"	"malleus (Latin, with dissimilation"										melðániios		Basic actions and technology	Tools					melðániios; agnís; éngman																											
88520	vózrā	ˈwoz.raː	untested	vózrās	ˈwoz.raːs	untested	Springtime		noun		ā	f			wes		wós.reh₂						hold		inherited	Ringe 2017			*wesaro-	*wazrą > ON	*wēr > Lat.	ἔαρ (éar	vasantá-	Lith. vasarà									Time	Seasons																																
88540	pánts	ˈpants	untested	panðés	pan.ˈdes	untested	large predatory cat		noun		root noun	mf			ph₂n̥dʰ	review_zero_grade_or_stem	ph₂endʰs		ph₂n̥dʰés				canon	simplex	loan		possibly related to párts																Animals	Wild mammals																																
88547	resktís	resk.ˈtis	untested	resktéis	resk.ˈte͡js	untested	"cord, rope, net"		noun		i	f			resg		résgtis						canon		inherited				*tantA		Lat. tendo												Basic actions and technology	Tools										rope																						
88649	ɣáits	ˈɣaɪts	untested	ɣidés	ɣi.ˈdes	untested	goat		noun		root noun	mf			gʰh₂eyd		gʰáyds		gʰid-és				canon		inherited																		Animals	Domestic animals																																
88655	genús	ge.ˈnus	untested	geneus	ge.no͡ws	untested	jaw		noun		u	f											canon		inherited																		The body	Head and face																																
89141	svépeti	ˈswe.pe.ti	untested	svéponti	ˈswe.pon.ti	untested	to sleep		verb				thematic	root			swépeti		swéponti				hold	simplex	inherited																		Cognition	Sleep										to sleep																						
89183	sunús	su.ˈnus	untested	sunóus	su.ˈno͡ws	untested	son		noun		u	m			sewH		suHnús						canon		inherited																		Kinship	Core kin																																
89478	βórnā	ˈβor.naː	untested	βórnās	ˈβor.naːs	untested	baby (female)		noun		ā	f			bʰer		bʰorneh₂						hold		inherited																		Kinship	Birth and infancy																																
89624	áusteros	ˈaw.ste.ros	untested	áusterozio	ˈaw.ste.ro.z͡jo	untested	"east, in the direction of dawn"		adj		o/ā				h₂ews-		h₂éwsteros	ˈʕaw.ste.ros	h₂éwsterosyo	ˈʕaw.ste.ros.yo			draft	simplex	inherited																																																			
90095	léuðertā	ˈlew.ðer.taː	untested	leuðertās	lew.ðer.taːs	untested	freed-woman		noun		ā	f			h₁leudʰ		h₁leudʰerteh₂						canon		inherited																		Law	Freedom																																
90462	nóβōl	ˈno.βoːl	untested	noβlés	no.ˈβles	untested	navel	archaic	noun		ōl/lé-	m					h₃nóbʰōl		h₃m̥bʰlés				draft	simplex	inherited																		The body	Torso and trunk																																
90468	βā́ti	ˈβaː.ti	untested	βánti	ˈβan.ti	untested	"to pronounce, declare, speak (with authority)"		verb				athematic	root	bʰeh₂		bʰéh₂ti		*bʰh₂énti				canon	simplex	inherited		athematic root present; sg/pl ā~a ablaut from laryngeal; paradigmatic class with ðḗti																Speech and language	Speaking	sacred	gvéteti			gvessís; gvetís; βāmā						H-A coloring é→á; H-B2 VH before C → V̄; s→z in 2sg																		1			
90486	egóm	e.ˈgom	untested			untested	"pronoun, 1.sg nominative emphatic"		pronoun														draft	simplex	inherited																		Quantity	Pronouns																																
90526	vā́tos	ˈwaː.tos	untested		ˈwaː.tos	untested	"frenzied, obsessed"		adj		o				weh₂		wéh₂tos						canon		inherited																		Emotions and values	Negative qualities																																
90737	káipā	ˈkaɪ.paː	untested	káipās	ˈkaɪ.paːs	untested	onion		noun		ā	f						kh₂j.ˈpeh₂					canon		inherited																		Food and drink	Foods																																
90812	samós	sa.ˈmos	untested	samózio	sa.ˈmo.z͡jo	untested	"some, certain"		det		o/ā				sem		sm̥h₁ós						canon		inherited																		Quantity	Measure										some																						
90935	skóiros	ˈsko͡j.ros	untested	skóirozio	ˈsko͡j.ro.z͡jo	untested	"shady, shadowy"		adj		o/ā				sḱeh₃		sḱéh₃iros						canon		inherited																		Agriculture and vegetation	Plant qualities																																
91029	βéideti	ˈβei̯.de.ti	untested			untested	to bite		verb				thematic	root	bheid		bheid-e-ti						draft	simplex	inherited		verb; *bʰeyd- or *denḱ-																											1																						
91159	melískā	me.ˈlis.kaː	untested	melískās	me.ˈlis.kaːs	untested	"personal name, lit. 'honey-ish'"		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
91241	ários	ˈar.jos	untested	ariozio	ˈar.jo.z͡jo	untested	"esteemed, distinguished"		adj		o/ā				h₂ery		h₂eryos						canon	simplex	inherited																		Emotions and values	Social standing																																
91245	ténos	ˈte.nos	untested	ténezos	ˈte.ne.zos	untested	extension		noun		s	n			ten		ténos						canon		inherited																		Spatial relations	Shape and dimension																																
91582	skótus	ˈsko.tus	untested	skatóus	ska.ˈto͡ws	untested	shadow		noun		u	m											hold																				The physical world	Light and darkness																																
91657	kalnéiti	kal.ˈnej.ti	untested	kalniénti	kal.ˈnjen.ti	untested	"to lean, incline, slope"	archaic	verb				athematic	nasal-infix	ḱley		ḱl̥néyti		ḱl̥nyénti				draft	simplex	inherited		"athematic nasal infix present of *ḱley- lean""; inherited PIE formation; weak-stem clusters (*-njm-, *-njt-) in 1pl/2pl create pressure toward thematicization (cf. #459); pre-consonantal *ey → ei (diphthong), pre-vocalic *ey → i /j/"""		OIr *klinid* (nasal present		clīnō (thematicized nasal	κλίνω											Spatial relations	Position					kalnéiti; kleitos; kléitrā						ey→ei before C	1															1					
91810	vezugvénā	we.zu.ˈgʷe.naː	untested	vezugvénās	we.zu.ˈgʷe.naːs	untested	personal epithet lit. 'good woman'		noun (name)		ā	f											draft	compound	innovation		gloss inferred from compound elements																Names	Personal names																																
91811	údros	ˈu.dros	untested	udrozio	u.dro.z͡jo	untested	otter		noun		o	m											canon	simplex	inherited																		Animals	Wild mammals																																
91825	óitos	ˈoj.tos	untested	óitozio	ˈoj.to.z͡jo	untested	"oath, commitment"		noun		o	m			h₁ey		h₁óytos	ˈoj.tos					canon		inherited		"o-grade noun from *h₁ey- ""to go""; oath as ""a going (before the gods), a commitment to a course""; shared by PC *oitos (OIr. oeth) and PGmc *aiþaz (Goth. aiþs, OE āþ) — western isogloss; collocates with ðḗti in óitom ðḗti ""swears"" (cf. Hittite lingain dai-, Greek hórkon tithénai)"		*oyto-														Law	Oaths and contracts				"óitom ðḗti divóimos ""he places an oath before the gods"" (oath formula)"	ðḗti; βā́gos; βoiðā́																											
91863	nokéieti	no.ˈke.je.ti	untested	nokéionti	no.ke.ˈjon.ti	untested	"kill (make disappear, make die)"		verb				thematic	*-éye/o-	neḱ		noḱéyeti		noḱéyonti				draft	simplex	inherited																		Warfare and hunting	Combat																																causative
91875	méneti	ˈme.ne.ti	untested			untested	to think		verb				thematic	root	men		men-e-ti						draft	simplex	inherited																													1																						
91974	skaltís	skal.ˈtis	untested	skaltéis	skal.ˈte͡js	untested	"splitting, cleaving"		noun		i	f			skelH		skl̥Htís		skl̥Htéys				draft	derivation	innovation																		Basic actions and technology	Making and crafting																																
92276	édeti	ˈe.de.ti	untested	édonti	ˈe.don.ti	untested	eat		verb				thematic	root	h₁ed		h₁édeti		h₁éd-o-nti				canon	simplex	inherited																		Food and drink	Eating and drinking										to eat																						
92745	gvéteti	ˈgʷe.te.ti	untested	gvétonti	ˈgʷe.ton.ti	untested	"say, speak, talk, chat"		verb				thematic	root	gʷet		gʷéteti		*gʷét-o-nti				canon	simplex	inherited		thematic root present; baseline model for all thematic root presents; s→z only phonological process (2sg)			*kWe/Jan-	Lat. veto 'to forbid'												Speech and language	Speaking		βā́ti			gvessís; gvetís					to say																				1		
92816	óngvan	ˈon.gʷan	untested	angʷéns	an.ˈgʷens	untested	fat		noun		man/mén-	n			h₃engʷ		h₃éngʷn̥		h₃n̥gʷéns				hold		inherited					*ankwan-	"Lat. unguen n. 'fat, grease', Dir. imb n. 'butter'"												Food and drink	Foods										1																						
93066	névos	ne.wos	untested	névozio	ne.wo.z͡jo	untested	new		adj		o/ā				new		néwos						canon		inherited				*nowyo-	*neu ja-adj.	Lat. nouus												Time	Temporal qualities										new																						
93332	vamβom	wam.βom	untested	vamβozio	wam.βo.z͡jo	untested	mushroom		noun		o	n											draft	simplex	loan																																																			
93762	kvoinā́	kʷoj.ˈnaː	untested	kvoinā́s	kʷo͡j.ˈnaːs	untested	"blood-money, ransom, great cost"		noun		ā	f			kʷoyn		kʷoynéh₂						canon		inherited																		Law	Oaths and contracts																																
93805	pálzā	ˈpal.zaː	untested	pálzās	ˈpal.zaːs	untested	woman's dress		noun		ā	f			pl̥h₂s	review_zero_grade_or_stem	pĺ̥h₂seh₂						canon		inherited																		Clothing and grooming	Garments																																
93822	angleβorós	an.gle.bo.ˈros	untested	angleβorózio	an.gle.bo.ˈro.z͡jo	untested	ember-bearer		noun		o	m											draft	compound	innovation		angle- (compounding stem of óngvōl 'ember') + βorós 'bearer' (agent noun)																The physical world	Fire					βorós; óngvōl; ognologós																											
94273	rḗgnī	ˈreː.gniː	untested	rēgniiā́s	reːg.ni.ˈjaːs	untested	queen		noun		ī/iā	f			h₃reǵ		h₃rḗǵnih₂						hold		inherited																		Social and political relations	Rulers and rank																																
94281	ɣárom	ˈɣa.rom	untested	ɣározio	ˈɣa.ro.z͡jo	untested	length of intestine; digestive organ		noun		o	n			ǵʰr̥H	review_zero_grade_or_stem	ǵʰr̥Hóm						canon		inherited																		The body	Internal organs																																
94321	septám	sep.ˈtam	untested			untested	seven		num		indecl				September		septḿ̥						canon		inherited				*sextam	*sebun-	Lat. septem												Quantity	Cardinal numbers							1																									
94356	kḗr	ˈkeːr	untested	kardés	kar.ˈdes	untested	heart		noun		r	n			kerd		ḱḗr		kr̥d-és				canon		inherited				*kridyo-	*herton-	Lat. cor 'heart'												The body	Internal organs										heart																						
94570	arktorḗks	ark.to.ˈreːks	untested	arktoregés	ark.to.re.ˈges	untested	"royal epithet, lit. ‘bear-king’"		noun (name)		root noun	m											draft	compound	innovation																		Names	Royal epithets																																
94650	iuvantā́	ju.wan.ˈtaː	untested	iuvantā́s	ju.wan.ˈtaːs	untested	youth		noun		ā	f			h₂ey		h₂yuh₁n̥téh₂						canon		inherited																		Emotions and values	Age																																
94975	parí	pa.ˈri	untested			untested	"in front of, before"		adp														draft	simplex	inherited																																																			
95158	tanús	ta.ˈnus	untested	tanú	ta.ˈnu	untested	thin		adj		u				tenh₂		tn̥h₂ús						canon		inherited																		Spatial relations	Shape and dimension										thin																						
95378	ógnos	ˈog.nos	untested	ógnozio	ˈog.no.z͡jo	untested	"ash, soot, burnt remnants of a fire"		noun		o	m			h₁engʷ		h₁ongʷos		h₁ongʷosyo				draft	derivation	innovation		"o-grade of *h₁engʷ- 'burn, fire' + thematic *-o-s; same root as éngman (#345), agnís"														ognologós		The physical world	Fire					éngman; anglóm; ognologós					ash	h₁ drops; *ongʷ-os → ógnos																					
95404	teutoválkvos	te͡w.to.ˈwal.kʷos	untested	teutoválkvozío	te͡w.to.ˈwal.kʷo.z͡jo	untested	"personal name, lit. 'people/nation wolf'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
95447	aniuktós	a.njuk.ˈtos	untested	anjuktozio	a.njuk.ˈto.z͡jo	untested	unyoked		adj		o/ā				yewg		n̥yugtos						canon	derivation	inherited																		Warfare and hunting	Yoking and binding																																
95637	vezuvirós	we.zu.wi.ˈros	untested	vezuvirózío	we.zu.wi.ˈro.z͡jo	untested	personal epithet lit. 'good man'		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
95783	palnós	pal.ˈnos	untested	palnozio	pal.no.z͡jo	untested	full		adj		o/ā				pl̥h₁n	review_zero_grade_or_stem	pl̥h₁nós						canon		inherited				*t1Ano-		Lat. plenus												Emotions and values	Virtue and character										full																						
95839	ðóiɣos	ˈðo͡j.ɣos	untested	ðóiɣozio	ˈðo͡j.ɣo.z͡jo	untested	dough		noun		o	m			dʰoyǵʰ		dʰóyǵʰos						canon	simplex	inherited																		Food and drink	Foods																																
96124	nḗr	ˈneːr	untested	nerés	ne.ˈres	untested	"power, force, energy"		noun		root noun	m			h₂ner		h₂nḗr						canon		inherited				*nerto-		"Osc. nerum [Gen. p] 'man', perhaps"												Emotions and values	Power and force																																
96149	koimonóman	ko͡j.mo.ˈno.man	untested	koimonoméns	ko͡j.mo.no.ˈmens	untested	home-name		noun		man/mén-	n											draft	compound	innovation																		Social organization	Name types		penkveɣimonóman			nóman; kóimos																											
96290	gárnom	ˈgar.nom	untested	gárnozio	ˈgar.no.z͡jo	untested	grain		noun		o	n			ǵr̥h₂n	review_zero_grade_or_stem	ǵr̥h₂nóm						canon		inherited																		Agriculture and vegetation	Crops																																
96517	gʷéjeti	ˈɡʷe.je.ti	untested			untested	to live		verb				thematic	*-ye/o-	gwyh1		gwyh1-e-ti						draft	simplex	inherited		"verb; *gʷeyh₃- — cf. gvītis, gvīvós"																											1																						
96820	grīvā́	griː.ˈwaː	untested	grīvā́s	griː.ˈwaːs	untested	neck		noun		ā	f			gʷriHw		gʷriHwéh₂						canon		inherited																		The body	Torso and trunk										neck																						
96953	ɣamṓ	ɣa.ˈmoː	untested	ɣamonés	ɣa.mo.ˈnes	untested	"person, human being, (lit.) earthling"		noun		on	mf			ǵʰem		ǵʰm̥ṓ		ǵʰm̥-on-és				canon		inherited		"etymology ""earthling"" in productive tension with engman (fire-nature within): humans are earth-beings who carry fire within them; initial *ǵʰm̥- > ɣam- by regular centum ǵʰ→ɣ + syllabic m̥→am; paradigm: n-stem with ō/on alternation (nom -ṓ, obl -on-)"			*mannan-	"Lat. homo, -inis m. 'human being, man'"									acc.pl ɣamonams < PIE *ǵʰm̥onams			Social and political relations	Persons					éngman; méltrom; agnís; santóm					man (human being)																						
97127	katuválkvos	ka.tu.ˈwal.kʷos	untested	katuválkvozío	ka.tu.ˈwal.kʷo.z͡jo	untested	"personal name, lit. 'battle-wolf; warrior name'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
