page,line,headword,gloss,class,heading
414,20765,*wel-n-o-,bend,Vb,*wel-n-o- 'bend' [Vb]
415,20779,*wel-o-,see,Vb,*wel-o- 'see' [Vb]
415,20796,*welo-,modest,Adj,*welo- 'modest' [Adj]
415,20807,*wena,"troop, band of warriors",,"*wena 'troop, band of warriors'"
416,20827,*wendo-,a single hair,Noun,*wendo- 'a single hair' [Noun]
416,20839,*wenk-ll-,bend,Vb,*wenk-ll- 'bend' [Vb]
416,20847,*wenso-,pubic hair,Noun,*wenso- 'pubic hair' [Noun]
416,20857,*wentll,"place, town",Noun,"*wentll 'place, town' [Noun]"
416,20865,*wenyll,"family, kindred",Noun,"*wenyll 'family, kindred' [Noun]"
417,20884,*wer-V-,find,Verb,*wer-V- 'find' [Verb]
417,20893,*werga,anger,Noun,*werga 'anger' [Noun]
417,20911,*werno-,"alder, alder-tree",Noun,"*werno- 'alder, alder-tree' [Noun]"
417,20924,*wero-,crooked,Adj,*wero- 'crooked' [Adj]
418,20939,*werro-,better,Adj,*werro- 'better' (?) [Adj]
418,20948,*werto-,"worth, price",Noun,"*werto- 'worth, price' [Noun]"
418,20965,*wertyt,mound,Noun,*wertyt 'mound' [Noun]
418,20977,"*westk(k)o-,",grebe,Noun,"*westk(k)o-, *wesakko- 'grebe' or 'raven' [Noun]"
419,20991,*weskʷero-,evening,Noun,*weskʷero- 'evening' [Noun]
419,21004,*wesnali,swallow,Noun,*wesnali 'swallow' [Noun]
420,21039,*wesr-,spring,Noun,*wesr- / *wesn- 'spring' [Noun]
420,21057,*wessi-,"sow, young female pig",Noun,"*wessi- 'sow, young female pig' [Noun]"
420,21071,*westa,"food, feast",Noun,"*westa 'food, feast' [Noun]"
421,21095,*wesu-,"excellent, noble",Adj,"*wesu- 'excellent, noble' [Adj]"
421,21110,*weti-,withe,Noun,*weti- 'withe' [Noun]
421,21126,*wet-o-,say,Vb,*wet-o- 'say' [Vb]
422,21148,*wet(t)a,"stream, swamp",Noun,"*wet(t)a 'stream, swamp' [Noun]"
422,21165,*we-wlo-,lip,Noun,*we-wlo- 'lip' [Noun]
422,21180,*wexta,"time, course, turn",Noun,"*wexta 'time, course, turn' [Noun]"
423,21202,*widu-,wood,Noun,*widu- 'wood' [Noun]
423,21224,*widu-biyo-,"hoe, sickle",Noun,"*widu-biyo- 'hoe, sickle' [Noun]"
423,21228,*widwā,widow,Noun,*widwā 'widow' [Noun]
424,21250,*wikanti,twenty,Num,*wikanti 'twenty' [Num]
424,21264,*wik-o-,fight,Vb,*wik-o- 'fight' [Vb]
424,21279,*wimona,sea weed,Noun,*wimona 'sea weed' [Noun]
425,21297,*wimpo-,"beautiful, comely",Adj,"*wimpo- 'beautiful, comely' [Adj]"
425,21313,*wi-na-,"bend, enclose",Vb,"*wi-na- 'bend, enclose' [Vb]"
425,21325,*wi-n-d-o-,"find, experience",Vb,"*wi-n-d-o- 'find, experience' [Vb]"
426,21347,*windo-,white,Adj,*windo- 'white' [Adj]
426,21362,*winto-,"wind, whistling",Noun,"*winto- 'wind, whistling' [Noun]"
426,21373,*wiro-,man,Noun,*wiro- 'man' [Noun]
427,21393,*wiro-,true,Adj,*wiro- 'true' [Adj]
427,21410,*wiro-,milk,Noun,*wiro- 'milk' (?) [Noun]
427,21423,*wisu-,poison,Noun,*wisu- 'poison' [Noun]
428,21452,*wiwo-,withered,Adj,*wiwo- 'withered' [Adj]
428,21463,*wlanno-,blood red,Adj,*wlanno- 'blood red' [Adj]
428,21478,*wlati-,sovereignty,Noun,*wlati- 'sovereignty' [Noun]
429,21498,*wlida,"feast, banquet",Noun,"*wlida 'feast, banquet' [Noun]"
429,21513,*wlikʷo-,wet,Adj,*wlikʷo- 'wet' [Adj]
429,21529,*wliska,"stick, rod",Noun,"*wliska 'stick, rod' [Noun]"
430,21552,*wodwa,mole,,*wodwa 'mole'
430,21563,*wolko-,"rain, wet weather",Noun,"*wolko- 'rain, wet weather' [Noun]"
430,21583,*wolna-mon-,ruler,Noun,*wolna-mon- 'ruler' [Noun]
430,21587,*wolto-,hair,Noun,*wolto- 'hair' [Noun]
431,21602,*worinā,"band, troop",Noun,"*worinā 'band, troop' [Noun]"
431,21621,*wos-o-,"spend the night, remain",Vb,"*wos-o- 'spend the night, remain' [Vb]"
431,21635,*wosu-,goodness,,*wosu- 'goodness'
431,21639,*wox-tlo-,dispute,Noun,*wox-tlo- 'dispute' [Noun]
432,21654,*woxs-V-,wasp,Noun,*woxs-V- 'wasp' [Noun]
432,21664,*wragi-,needle,Noun,*wragi- 'needle' [Noun]
432,21674,*wrasto-,shower,Noun,*wrasto- 'shower' [Noun]
432,21684,*wreg-o-,"do, make",Vb,"*wreg-o- 'do, make' [Vb]"
433,21701,*wregi-,"wall, enclosure",,"*wregi- 'wall, enclosure'"
433,21714,*wrida,root,Noun,*wrida 'root' [Noun]
433,21733,*wrig(g)ant-,vermin,Noun,*wrig(g)ant- 'vermin' [Noun]
434,21748,*writ-ber-o-,"come against, return",Vb,"*writ-ber-o- 'come against, return' [Vb]"
434,21755,*writ-kom-far-sk-o-,ask,Vb,*writ-kom-far-sk-o- 'ask' [Vb]
434,21762,*writ-to-n-g-o-,renounce,Vb,*writ-to-n-g-o- 'renounce' [Vb]
434,21769,*writu-,against,Prep,*writu- 'against' [Prep]
434,21784,*wroyko-,heather,Noun,*wroyko- 'heather' [Noun]
435,21799,"*w(u)lano-,",wool,Noun,"*w(u)lano-, *w(u)lano- 'wool' [Noun]"
435,21820,*xswib-i-,"move, recede",Vb,"*xswib-i- 'move, recede' [Vb]"
436,21847,*yalo-,"praise, worship",Noun,"*yalo- 'praise, worship' [Noun]"
436,21858,*yano-,"true, noble",Adj,"*yano- 'true, noble' [Adj]"
436,21881,*yantī,place,Noun,*yantī 'place' [Noun]
437,21905,*yantu-,"zeal, jealousy",Noun,"*yantu- 'zeal, jealousy' [Noun]"
437,21927,*yaro-,"chicken, hen",Noun,"*yaro- 'chicken, hen' [Noun]"
437,21941,*yas,chariot,Noun,*yas 'chariot' [Noun]
438,21955,*yātu-,ford,Noun,*yātu- 'ford' [Noun]
438,21963,*yegi-,ice,Noun,*yegi- 'ice' [Noun]
438,21977,*yemono-,twin,Noun,*yemono- 'twin' [Noun]
438,21986,*yestu-,boiling,Noun,*yestu- 'boiling' [Noun]
438,21998,*yextV-,"speech, language",Noun,"*yextV- 'speech, language' [Noun]"
439,22018,*yo,which,Relative particle,*yo 'which' [Relative particle]
439,22031,*yorko-,roebuck,Noun,*yorko- 'roebuck' [Noun]
439,22045,*yowanko-,young,Adj,*yowanko- 'young' [Adj]
440,22067,*yownī,"time, opportunity",Noun,"*yownī 'time, opportunity' [Noun]"
440,22080,*yoyni-,"rushes, reed",Noun,"*yoyni- 'rushes, reed' [Noun]"
440,22091,*yugo-,yoke,Noun,*yugo- 'yoke' [Noun]
441,22113,"*yusko-,","soup, broth",Noun,"*yusko-, *yusko- 'soup, broth' [Noun]"
441,22126,*yustyo-,just,Adj,*yustyo- 'just' [Adj]
441,22141,*yutV-,"pap, porridge",Noun,"*yutV- 'pap, porridge' [Noun]"
